ID,Completo sphericity,Completo lobation,Completo rectangularity,Completo compactness,Completo enlongation ,Completo roundness,Completo eccentricity,Completo Hu 1,Completo Hu 2,Completo Hu 3,Completo Hu 4,Completo Hu 5,Completo Hu 6,Completo Hu 7,Metasoma Spherity,Metasoma lobation,Metasoma rectangularity,Metasoma compactness,Metasoma enlongation,Metasoma roundness,Metosoma eccentricity,Metasoma Hu 1,Metasoma Hu 2,Metasoma Hu 3,Metasoma Hu 4,Metasoma Hu 5,Metasoma Hu 6,Metasoma Hu 7,Mesosoma Spherity,Mesosoma lobation,Mesosoma rectangularity,Mesosoma compactness,Mesosoma enlongation,Mesosoma roundness,Mesosoma eccentricity,Mesosoma Hu 1,Mesosoma Hu 2,Mesosoma Hu 3,Mesosoma Hu 4,Mesosoma Hu 5,Mesosoma Hu 6,Mesosoma Hu 7,PinzasyQuelasI Spherity,PinzasyQuelasI lobation,PinzasyQuelasI rectangularity,PinzasyQuelasI compactness,PinzasyQuelasI enlongation,PinzasyQuelasI roundness,PinzasyQuelasI eccentricity,PinzasyQuelasI Hu 1,PinzasyQuelasI Hu 2,PinzasyQuelasI Hu 3,PinzasyQuelasI Hu 4,PinzasyQuelasI Hu 5,PinzasyQuelasI Hu 6,PinzasyQuelasI Hu 7,PinzasyQuelasD Spherity,PinzasyQuelasD lobation,PinzasyQuelasD rectangularity,PinzasyQuelasD compactness,PinzasyQuelasD enlongation,PinzasyQuelasD roundness,PinzasyQuelasD eccentricity,PinzasyQuelasD Hu 1,PinzasyQuelasD Hu 2,PinzasyQuelasD Hu 3,PinzasyQuelasD Hu 4,PinzasyQuelasD Hu 5,PinzasyQuelasD Hu 6,PinzasyQuelasD Hu 7,Borde Completo sphericity,Borde Completo lobation,Borde Completo rectangularity,Borde Completo compactness,Borde Completo enlongation ,Borde Completo roundness,Borde Completo eccentricity,Borde Completo Hu 1,Borde Completo Hu 2,Borde Completo Hu 3,Borde Completo Hu 4,Borde Completo Hu 5,Borde Completo Hu 6,Borde Completo Hu 7,Borde Metasoma Spherity,Borde Metasoma lobation,Borde Metasoma rectangularity,Borde Metasoma compactness,Borde Metasoma enlongation,Borde Metasoma roundness, Borde Metasoma eccentricity,Borde Metasoma Hu 1,Borde Metasoma Hu 2,Borde Metasoma Hu 3,Borde Metasoma Hu 4,Borde Metasoma Hu 5,Borde Metasoma Hu 6,Borde Metasoma Hu 7,Borde Mesosoma Spherity,Borde Mesosoma lobation,Borde Mesosoma rectangularity,Borde Mesosoma compactness,Borde Mesosoma enlongation,Borde Mesosoma roundness,Borde Mesosoma eccentricity,Borde Mesosoma Hu 1,Borde Mesosoma Hu 2,Borde Mesosoma Hu 3,Borde Mesosoma Hu 4,Borde Mesosoma Hu 5,Borde Mesosoma Hu 6,Borde Mesosoma Hu 7,Borde PinzasyQuelasI Spherity,Borde PinzasyQuelasI lobation,Borde PinzasyQuelasI rectangularity,Borde PinzasyQuelasI compactness,Borde PinzasyQuelasI enlongation,Borde PinzasyQuelasI roundness,Borde PinzasyQuelasI eccentricity,Borde PinzasyQuelasI Hu 1,Borde PinzasyQuelasI Hu 2,Borde PinzasyQuelasI Hu 3,Borde PinzasyQuelasI Hu 4,Borde PinzasyQuelasI Hu 5,Borde PinzasyQuelasI Hu 6,Borde PinzasyQuelasI Hu 7,Borde PinzasyQuelasD Spherity,Borde PinzasyQuelasD lobation,Borde PinzasyQuelasD rectangularity,Borde PinzasyQuelasD compactness,Borde PinzasyQuelasD enlongation,Borde PinzasyQuelasD roundness,Borde PinzasyQuelasD eccentricity,Borde PinzasyQuelasD Hu 1,Borde PinzasyQuelasD Hu 2,Borde PinzasyQuelasD Hu 3,Borde PinzasyQuelasD Hu 4,Borde PinzasyQuelasD Hu 5,Borde PinzasyQuelasD Hu 6,Borde PinzasyQuelasD Hu 7,tipo
66,0.35766,0.71533,1.5418,0.044915,0.35766,0.043884,0.93385,0.61166,0.15073,0.21911,0.017958,-0.00054772,-0.0068932,-0.00098434,0.15844,0.31688,2.1911,0.19548,0.15844,0.027626,0.98737,0.7717,0.43086,0.029526,0.0089222,-9.6861e-06,-0.005102,-0.00014449,0.93935,1.8787,2.4907,0.18771,0.93935,0.18618,0.34297,0.20122,9.6153e-05,0.00052008,0.00016901,8.9688e-09,1.5714e-06,4.9296e-08,0.34572,0.69143,1.9177,0.10312,0.34572,0.052758,0.93834,0.41318,0.096775,0.0027807,0.0012777,-1.7068e-06,-0.00019216,-1.6993e-06,0.55018,1.1004,1.4989,0.13646,0.55018,0.065627,0.83504,0.39103,0.042207,0.039793,0.021859,0.00043779,0.0040066,-0.00047323,0.40839,0.81679,0.12383,0.0073746,0.40839,0.0040243,0.91281,4.8784,8.4278,71.384,11.786,321.22,12.913,117.01,0.24442,0.48885,0.18107,0.0075373,0.24442,0.003522,0.96967,6.5485,20.599,53.815,9.7947,114.88,-23.89,-193.32,0.69405,1.3881,0.14186,0.055752,0.69405,0.0078349,0.71992,3.7624,1.732,6.0757,1.5676,-1.4877,0.32565,-4.6036,0.28217,0.56435,0.37586,0.014042,0.28217,0.0084398,0.95936,1.7238,0.88787,1.1055,0.76758,-0.70643,-0.31856,0.02997,0.4616,0.9232,0.10128,0.01044,0.4616,0.0037204,0.88709,4.4427,1.9906,68.815,4.6774,-64.643,-3.6609,-53.509,2222
67,0.33191,0.66383,1.5394,0.038461,0.33191,0.040659,0.94331,0.54234,0.18776,0.10614,0.043246,0.0029067,0.01838,0.00036826,0.15384,0.30769,1.7522,0.12266,0.15384,0.021452,0.98809,0.93034,0.71065,0.20782,0.10909,0.016073,0.088584,-0.0033877,0.99416,1.9883,2.7612,0.24296,0.99416,0.21844,0.10794,0.18185,1.335e-05,0.00040783,4.7932e-05,-3.5292e-09,1.7473e-07,5.6971e-09,0.50804,1.0161,1.967,0.11242,0.50804,0.079522,0.86133,0.31743,0.035311,0.013409,0.0052929,4.185e-05,0.00092511,1.5388e-05,0.34984,0.69968,2.2396,0.1163,0.34984,0.062349,0.93681,0.36006,0.077126,0.0028713,0.00070086,7.5647e-07,0.00017225,6.4517e-07,0.38874,0.77748,0.11528,0.0056399,0.38874,0.0035663,0.92135,5.0624,12.885,104.1,45.327,3093,153.81,357.65,0.20795,0.41589,0.15492,0.004908,0.20795,0.0025637,0.97814,7.5841,36.593,149.76,38.955,2540.3,194.86,-1549.2,0.69754,1.3951,0.13641,0.099846,0.69754,0.0075719,0.71655,3.9058,1.8198,12.644,9.8105,107.71,12.801,-18.368,0.16669,0.33339,0.60196,0.012866,0.16669,0.0079851,0.98601,2.3076,1.5228,1.858,0.96002,0.56296,0.86287,1.152,0.26043,0.52087,0.39807,0.0098835,0.26043,0.0082499,0.96549,1.8143,1.8857,0.055662,0.0077538,-1.3414e-05,0.0030345,0.00016052,2222
68,0.29117,0.58234,1.3081,0.053248,0.29117,0.030309,0.95667,0.70989,0.35916,0.20502,0.082695,0.010757,0.049413,-0.00048642,0.084326,0.16865,2.9245,0.17968,0.084326,0.019625,0.99644,1.0092,0.98017,0.0047731,0.0026431,9.3378e-06,0.002569,9.6853e-07,0.87712,1.7542,2.5332,0.14371,0.87712,0.17681,0.48027,0.1992,0.00066946,0.0010992,1.4735e-05,-3.7055e-10,3.5018e-07,-1.8383e-09,0.40054,0.80107,1.7854,0.24975,0.40054,0.056909,0.91628,0.40479,0.08536,0.05221,0.030819,0.0012363,0.0089737,-2.2661e-06,0.30337,0.60673,1.6953,0.23201,0.30337,0.040927,0.95287,0.52788,0.17033,0.050775,0.026144,0.00091373,0.010496,0.00026913,0.34747,0.69494,0.092881,0.0062894,0.34747,0.0025682,0.93769,6.3582,24.209,110.38,36.945,2359.3,181.33,1.4291,0.13831,0.27663,0.20102,0.006119,0.13831,0.0022125,0.99039,8.2596,60.918,28.445,13.891,271.59,98.343,49.82,0.67028,1.3406,0.18154,0.03194,0.67028,0.0096834,0.74211,2.9775,1.2802,2.3675,0.53108,-0.15196,-0.58413,0.57579,0.26128,0.52255,0.15209,0.021529,0.26128,0.0031622,0.96526,2.8569,2.7003,15.269,3.2806,21.825,5.2963,7.9221,0.16057,0.32113,0.2078,0.019236,0.16057,0.0026551,0.98703,2.6566,3.017,8.3611,1.0305,1.8431,0.78412,2.3982,2222
69,0.29485,0.58971,1.7057,0.042888,0.29485,0.040021,0.95554,0.59043,0.20892,0.11393,0.072813,0.0064045,0.030629,0.001721,0.098935,0.19787,2.7167,0.17072,0.098935,0.021388,0.99509,0.93901,0.84786,0.0050451,0.00096784,7.9633e-07,-9.7183e-05,-1.9849e-06,0.82534,1.6507,2.6291,0.2963,0.82534,0.17267,0.56463,0.19369,0.0013491,0.002955,9.7151e-05,9.8873e-09,1.1979e-06,-5.1105e-08,0.6541,1.3082,2.3245,0.10767,0.6541,0.121,0.75641,0.23769,0.0055265,0.0021043,0.0013458,2.0767e-06,9.9188e-05,9.0339e-07,0.43038,0.86077,2.034,0.086094,0.43038,0.069664,0.90265,0.33296,0.051658,0.0029768,0.00088045,7.9961e-07,9.9228e-05,1.18e-06,0.33991,0.67982,0.15647,0.0069977,0.33991,0.0042324,0.94046,3.5929,3.7542,51.592,40.591,1847.3,66.69,195.15,0.047356,0.094712,0.34946,0.011899,0.047356,0.0013169,0.99888,8.6329,67.164,4.9564,2.38,8.0046,12.941,-1.6559,0.72617,1.4523,0.095781,0.036937,0.72617,0.0055349,0.68752,5.4898,2.8866,76.651,6.4697,86.975,-0.70607,114.86,0.57585,1.1517,0.60867,0.011827,0.57585,0.027892,0.81756,1.016,0.14942,0.19691,0.014418,-0.00038253,0.00075578,0.00066625,0.61577,1.2315,1.2412,0.02985,0.61577,0.060822,0.78793,1.1446,0.66916,0.23876,0.18278,0.035202,0.12738,-0.014796,2222
70,0.40423,0.80847,1.3635,0.046549,0.40423,0.043861,0.91466,0.53522,0.14725,0.092989,0.031742,0.0015454,0.010502,-0.00076526,0.17434,0.34868,1.6159,0.15287,0.17434,0.022418,0.98469,0.91437,0.74008,0.10659,0.049873,0.003574,0.04083,0.00066999,0.78496,1.5699,2.6006,0.18989,0.78496,0.16245,0.61955,0.19854,0.0022309,0.00066179,0.00027957,9.4787e-08,1.1496e-05,7.3997e-08,0.58598,1.172,2.0131,0.22316,0.58598,0.093874,0.81033,0.29105,0.016888,0.015906,0.0070108,6.7442e-05,0.00090494,-3.054e-05,0.43349,0.86698,1.4829,0.12718,0.43349,0.051154,0.90116,0.45852,0.098175,0.041925,0.017759,0.00047522,0.0054784,9.4808e-05,0.46692,0.93384,0.093187,0.0054107,0.46692,0.0034625,0.8843,6.4108,17.062,93.371,32.222,1767.2,132.56,-28.233,0.10236,0.20472,0.12977,0.0098861,0.10236,0.001057,0.99475,9.598,73.835,95.344,9.2613,8.9361,-1.4189,275.06,0.4556,0.91119,0.10378,96.269,0.4556,0.0037626,0.89019,6.3849,17.555,8.124,0.091105,-0.034983,-0.3803,-0.070139,0.52055,1.0411,0.17915,0.015581,0.52055,0.0074212,0.85383,2.7845,0.15807,25.374,0.43956,-1.4667,0.076737,-0.061215,0.3248,0.6496,0.25043,0.00993,0.3248,0.0064729,0.94578,1.7598,1.1006,3.4534,1.6737,4.0027,1.669,0.41205,2222
71,0.34434,0.68868,1.3584,0.08202,0.34434,0.037222,0.93885,0.59711,0.21905,0.1645,0.053978,0.0050863,0.025215,2.508e-05,0.11209,0.22418,2.5049,0.18914,0.11209,0.022343,0.9937,0.90158,0.77301,0.0055154,0.0021726,7.0158e-06,0.0014266,-2.7088e-06,0.81715,1.6343,2.8952,0.45519,0.81715,0.18827,0.57642,0.17619,0.0012007,0.00083988,3.6932e-06,-1.6353e-10,2.3124e-08,1.2477e-10,0.38089,0.76178,1.7335,0.17651,0.38089,0.052541,0.92462,0.43322,0.10456,0.051062,0.03238,0.0013147,0.010164,7.2029e-05,0.328,0.65599,1.6555,0.19036,0.328,0.043211,0.94468,0.50891,0.16804,0.024685,0.016079,0.00031502,0.0063688,-5.8115e-05,0.38602,0.77204,0.063048,0.0072507,0.38602,0.0019367,0.92249,8.7616,38.279,454.39,167.4,46133,1034.3,-1810.3,0.059303,0.11861,0.24104,0.012412,0.059303,0.0011375,0.99824,9.0811,72.061,5.0602,1.0735,1.806,5.5883,-1.7315,0.7959,1.5918,0.08941,0.033194,0.7959,0.0056628,0.60543,5.7386,1.6583,26.313,10.792,177.05,9.3715,41.506,0.34043,0.68086,0.14115,0.016015,0.34043,0.0038237,0.94027,4.0214,7.2436,27.681,2.3814,2.092,-0.98761,19.221,0.37366,0.74733,0.15981,0.019352,0.37366,0.0047519,0.92756,2.6668,4.0166,5.1927,3.4849,14.606,6.9625,-2.5353,2222
72,0.45426,0.90852,1.356,0.051512,0.45426,0.049018,0.89087,0.4913,0.10522,0.098058,0.027555,0.0011267,0.00701,0.00088441,0.14931,0.29863,2.1442,0.1586,0.14931,0.025477,0.98879,0.79025,0.54464,0.0056297,0.0034927,1.4714e-05,0.0025719,-4.8326e-06,0.97669,1.9534,2.5388,0.16153,0.97669,0.19732,0.21466,0.19711,2.0503e-05,0.00053738,0.00022887,-3.9762e-09,-9.8843e-07,8.0167e-08,0.31642,0.63285,1.8575,0.17821,0.31642,0.046772,0.94862,0.46764,0.14621,0.03655,0.023521,0.0006792,0.0081086,0.0001197,0.34061,0.68122,1.9805,0.17256,0.34061,0.053682,0.9402,0.38015,0.054436,0.022906,0.011508,0.0001596,0.0026839,9.7143e-05,0.52461,1.0492,0.089187,0.0058789,0.52461,0.0037233,0.85134,6.4056,13.861,126.41,31.044,813.49,66.116,1766.4,0.21946,0.43892,0.15695,0.0062887,0.21946,0.0027409,0.97562,7.0806,31.543,6.8796,2.3655,-9.1475,-13.285,-2.7178,0.74181,1.4836,0.13628,111.61,0.74181,0.0080445,0.67061,3.8339,1.2369,11.008,6.0398,38.94,3.1782,30.148,0.28319,0.56638,0.12634,0.014539,0.28319,0.0028471,0.95906,4.2978,7.7859,33.905,3.9159,-20.879,-9.552,-39.999,0.3941,0.7882,0.21738,0.021269,0.3941,0.0068175,0.91907,2.3797,1.003,6.8064,0.64978,0.4129,0.16694,1.3026,2222
73,0.45345,0.9069,2.2864,0.043236,0.45345,0.082502,0.89128,0.2793,0.021156,0.0069006,0.00054005,1.0294e-06,5.5149e-05,1.651e-07,0.41304,0.82608,2.8512,0.46937,0.41304,0.093717,0.91071,0.35617,0.050498,0.10375,0.097114,0.0096965,0.013689,0.0010025,0.90544,1.8109,2.7864,0.17064,0.90544,0.20077,0.42448,0.18102,0.00033586,0.00092891,1.0833e-05,-7.5805e-11,-1.2263e-08,1.084e-09,0.63549,1.271,2.7959,0.12293,0.63549,0.14139,0.77211,0.19755,0.0058256,0.00065683,4.2374e-05,7.0274e-09,2.7249e-06,-7.6882e-10,0.57757,1.1551,2.9836,0.4169,0.57757,0.13713,0.81634,0.19753,0.0078475,0.00025616,6.5309e-06,-4.6041e-11,-5.7843e-07,2.6313e-10,0.96694,1.9339,0.29358,0.0016889,0.96694,0.02259,0.25501,0.86485,0.021362,0.18187,0.10068,-0.006771,-0.011163,-0.011822,0.55966,1.1193,0.13039,0.014252,0.55966,0.0058072,0.82872,11.529,65.88,3620.8,2855.1,9.1622e+06,22107,5.6945e+05,0.59498,1.19,0.13353,117.2,0.59498,0.0063224,0.80374,4.2605,4.132,15.113,1.0141,-1.06,-1.5515,-3.8258,0.18221,0.36442,1.2179,0.012108,0.18221,0.01766,0.98326,1.1772,0.3921,0.44941,0.031737,0.0037745,0.01987,-0.00034556,0.18369,0.36739,0.52183,0.018588,0.18369,0.0076281,0.98298,1.3397,0.23697,0.95743,0.11993,0.014715,-0.052759,0.037881,2222
74,0.49558,0.99116,1.7889,0.047061,0.49558,0.070547,0.86856,0.47102,0.11813,0.013502,0.0031103,2.0001e-05,0.00080479,2.4927e-06,0.41853,0.83707,1.9251,0.22849,0.41853,0.064117,0.9082,0.36463,0.065499,0.022336,0.0029681,1.0328e-05,0.00041489,2.1848e-05,0.75141,1.5028,2.3962,0.20654,0.75141,0.14328,0.65983,0.21766,0.0035754,0.0023304,0.00021905,9.424e-08,1.1256e-05,1.2494e-07,0.40085,0.8017,2.5219,0.085015,0.40085,0.080446,0.91614,0.28712,0.037992,0.0026195,0.00087249,1.23e-06,0.00012849,4.7638e-07,0.53166,1.0633,2.2107,0.18413,0.53166,0.093531,0.84696,0.27479,0.023842,0.0081273,0.0032628,1.5912e-05,0.00046096,-5.3935e-06,0.40022,0.80044,0.25219,0.0027104,0.40022,0.008032,0.91642,1.4472,0.48092,1.5865,2.6397,5.0317,1.8134,-1.966,0.24113,0.48226,0.18958,0.013581,0.24113,0.0036377,0.97049,4.3758,8.101,34.093,2.2849,14.186,0.66934,14.335,0.48606,0.97212,0.10842,183.48,0.48606,0.0041935,0.87392,5.8649,13.128,16.03,11.484,122.08,37.646,-96.809,0.32846,0.65692,0.41925,0.01232,0.32846,0.010958,0.94452,1.6773,0.2498,0.32805,0.53724,-0.20035,0.22657,0.10357,0.53369,1.0674,0.16565,0.0077689,0.53369,0.0070352,0.84568,2.8421,1.3646,13.302,0.1032,-0.11449,-0.10487,0.0389,2222
75,0.41662,0.83325,1.7903,0.069654,0.41662,0.059355,0.90908,0.3902,0.074023,0.04685,0.016518,0.00045815,0.0044799,-3.5325e-05,0.27325,0.54651,2.5245,0.35044,0.27325,0.054894,0.96194,0.45394,0.14083,0.006851,0.015597,0.00016121,0.0055235,2.0391e-06,0.86069,1.7214,2.4708,0.11384,0.86069,0.16923,0.50914,0.20845,0.0005559,0.0014749,8.0595e-05,3.9646e-09,6.4743e-08,2.7502e-08,0.51127,1.0225,2.3237,0.24856,0.51127,0.09454,0.85942,0.26522,0.024112,0.001854,0.0019316,3.4238e-06,0.00019649,1.2807e-06,0.51764,1.0353,1.9956,0.20803,0.51764,0.082205,0.8556,0.3062,0.031233,0.010487,0.0065722,4.8472e-05,0.00098874,-2.5052e-05,0.60537,1.2107,0.13259,0.0088113,0.60537,0.0063875,0.79594,3.9396,2.8977,28.221,2.4202,19.821,4.0561,-2.6832,0.36498,0.72997,0.16105,0.010162,0.36498,0.0046776,0.93101,5.2194,16.331,22.143,3.8781,11.164,-0.48098,34.16,0.71235,1.4247,0.16101,116.77,0.71235,0.0091272,0.70182,3.2857,1.1526,10.062,0.85303,1.0309,0.2088,-2.2765,0.59611,1.1922,0.1776,0.011813,0.59611,0.0084246,0.8029,2.9991,1.9622,27.993,6.198,67.173,7.6897,-46.4,0.63837,1.2767,0.31133,0.011865,0.63837,0.015816,0.76973,1.6268,0.49344,2.7792,0.45975,-0.091461,0.049691,-0.51158,2222
76,0.37277,0.74554,1.8942,0.074555,0.37277,0.05619,0.92792,0.44348,0.10823,0.094386,0.030536,0.0015061,0.007679,0.0006473,0.19328,0.38656,1.4134,0.10925,0.19328,0.021739,0.98114,0.94381,0.76414,0.24448,0.16477,0.033063,0.144,-0.00062811,0.78928,1.5786,2.8783,0.24228,0.78928,0.18078,0.61403,0.1799,0.0018601,2.9534e-05,8.6266e-06,1.2948e-10,-4.1473e-09,-4.6841e-11,0.67396,1.3479,2.8048,0.17558,0.67396,0.15043,0.73877,0.19385,0.004114,0.00038392,9.2941e-05,-1.1343e-08,-4.1301e-06,1.34e-08,0.62105,1.2421,2.9186,0.34867,0.62105,0.14424,0.78377,0.19197,0.0074656,0.00079206,8.7286e-05,2.0404e-08,6.3926e-06,-1.0508e-08,0.35182,0.70364,0.10505,0.006932,0.35182,0.0029409,0.93607,4.5795,13.288,76.811,63.305,4389.6,217.93,-467.07,0.16162,0.32324,0.094508,0.0074363,0.16162,0.0012155,0.98685,8.2396,46.77,82.731,12.881,371.38,75.765,-197.17,0.43794,0.87587,0.11512,0.029412,0.43794,0.004012,0.89901,5.9098,16.062,2.9418,11.069,59.483,43.334,-21.251,0.30042,0.60085,0.44544,0.012632,0.30042,0.010649,0.95381,1.6663,0.64278,2.5501,0.29934,-0.12441,0.027305,0.23005,0.38235,0.76471,0.24432,0.016606,0.38235,0.0074337,0.92402,3.222,6.4187,11.199,10.12,107.39,24.718,-8.5683,2222
77,0.35433,0.70866,1.6086,0.062911,0.35433,0.045356,0.93512,0.49021,0.14306,0.15701,0.087511,0.010253,0.033082,-0.00033003,0.18769,0.37538,1.4947,0.11964,0.18769,0.022324,0.98223,0.92686,0.74526,0.31125,0.22049,0.057752,0.19027,0.0011179,0.95631,1.9126,2.8321,0.26609,0.95631,0.21553,0.29236,0.18135,0.00022308,0.00052954,5.1715e-05,6.3254e-09,6.7029e-07,5.7643e-09,0.53858,1.0772,1.9563,0.17179,0.53858,0.083843,0.84257,0.3026,0.025643,0.0062951,0.0054473,3.161e-05,0.00046595,4.2808e-06,0.59492,1.1898,1.5647,0.14841,0.59492,0.074079,0.80378,0.36097,0.024601,0.010269,0.0087867,7.7936e-05,0.00068238,-2.9871e-05,0.39021,0.78043,0.087742,0.0016412,0.39021,0.0027246,0.92072,7.086,25.78,235.57,103.99,16226,527.42,1272,0.079226,0.15845,0.20191,0.0095979,0.079226,0.001273,0.99686,8.5314,53.739,77.619,10.939,313.84,78.821,55.71,0.53402,1.068,0.12074,0.11482,0.53402,0.005131,0.84547,4.983,7.6817,7.1419,20.133,241.17,55.796,-10.853,0.73119,1.4624,0.12808,0.0068923,0.73119,0.0074526,0.68217,3.6575,0.39731,39.76,2.9988,-27.616,-1.1664,-17.595,0.48884,0.97769,0.20045,0.009378,0.48884,0.0077978,0.87237,2.5113,1.7417,0.79559,0.19721,-0.054213,-0.22015,0.056244,2222
78,0.49498,0.98997,2.9734,0.092807,0.49498,0.11712,0.8689,0.21235,0.015812,0.00015722,7.5114e-06,2.0535e-10,9.0348e-07,1.564e-10,0.728,1.456,3.0031,0.62046,0.728,0.17398,0.68558,0.17497,0.0028882,1.7742e-06,5.2402e-08,-1.3696e-14,-2.8126e-09,-8.2296e-15,0.88703,1.7741,2.9639,0.28966,0.88703,0.20921,0.46172,0.17058,0.0004645,2.2969e-05,2.9451e-06,2.1362e-11,5.5368e-08,-1.1419e-11,0.82382,1.6476,3.0002,0.7719,0.82382,0.19669,0.56685,0.16979,0.0010562,2.5699e-09,9.6826e-11,2.3592e-20,-1.3948e-12,-4.2146e-20,0.92192,1.8438,2.3948,0.10798,0.92192,0.17569,0.38738,0.20841,0.00039522,0.001653,0.00030465,-6.4783e-08,5.6383e-06,-2.0626e-07,0.10011,0.20021,0.41533,0.0022699,0.10011,0.0033086,0.99498,3.5848,7.5921,6.0313,6.0313,21.807,12.827,-29.115,0.79321,1.5864,1.662,0.079248,0.79321,0.10491,0.60895,8.3293,33.238,1051.4,506.58,2.8846e+05,2483.8,-2.3124e+05,0.25842,0.51684,0.55423,399.9,0.25842,0.011397,0.96603,1.8621,2.6535,0.792,0.34676,0.15856,0.50261,0.088786,0.64235,1.2847,2.58,0.6035,0.64235,0.13188,0.76641,4.2967,15.823,37.046,23.754,697.91,82.879,-97.283,0.64302,1.286,0.54315,0.012902,0.64302,0.027793,0.76585,0.94788,0.14154,0.50027,0.20881,0.044234,0.072753,-0.050971,2222
79,0.37234,0.74468,1.5943,0.05525,0.37234,0.047238,0.9281,0.47874,0.13074,0.066839,0.01504,0.00044313,0.0048913,0.0001762,0.22481,0.44962,1.8512,0.148,0.22481,0.033118,0.9744,0.63051,0.32447,0.088328,0.060713,0.0044435,0.034567,0.00014987,0.90901,1.818,2.8119,0.18914,0.90901,0.2034,0.41678,0.17858,0.00028453,0.00015455,1.0223e-05,-1.381e-10,1.7179e-07,3.8218e-10,0.294,0.588,1.4117,0.21476,0.294,0.033029,0.9558,0.67884,0.33454,0.056511,0.0067804,-0.0001232,-0.0034183,4.9369e-05,0.3306,0.66121,0.97872,0.096829,0.3306,0.025749,0.94377,0.86582,0.47512,0.24416,0.057061,0.0021501,-0.009441,-0.0063828,0.45693,0.91386,0.095691,0.0065419,0.45693,0.0034795,0.8895,5.9755,14.888,98.774,19.399,832.82,73.285,165.7,0.2711,0.5422,0.13152,0.0083182,0.2711,0.0028373,0.96255,5.69,16.16,69.423,18.012,621.55,68.838,-139.22,0.63165,1.2633,0.12473,0.062986,0.63165,0.0062696,0.77525,4.4392,3.637,4.9251,0.56126,0.76171,-0.9602,0.53905,0.29048,0.58095,0.10202,0.020252,0.29048,0.0023583,0.95688,4.1328,11.604,16.354,4.701,37.014,10.989,18.137,0.41141,0.82282,0.1101,0.0091813,0.41141,0.0036045,0.91145,5.2362,14.903,69.441,8.9983,-184.49,-30.838,-128.67,2222
80,0.30936,0.61872,1.4258,0.063221,0.30936,0.035099,0.95094,0.61512,0.25458,0.27626,0.16494,0.035107,0.082217,0.0026638,0.082318,0.16464,2.8601,0.17031,0.082318,0.018735,0.99661,1.0823,1.0973,0.016081,0.0025816,8.5674e-07,0.00025091,1.6612e-05,0.80258,1.6052,2.4921,0.17501,0.80258,0.15916,0.59654,0.21413,0.00062937,0.0021684,2.7343e-05,-5.9824e-09,-6.1436e-07,2.9224e-09,0.47417,0.94834,1.7541,0.13274,0.47417,0.066187,0.88043,0.37208,0.049528,0.016505,0.014813,0.00022051,0.0024836,7.0829e-05,0.64016,1.2803,2.2695,0.29648,0.64016,0.11561,0.76824,0.24622,0.0090175,0.0031416,0.0011189,2.0449e-06,9.4917e-05,4.6862e-07,0.37605,0.7521,0.094854,0.0017671,0.37605,0.0028385,0.9266,5.7601,16.326,156.02,74.98,8079.3,294.65,702.77,0.023407,0.046813,0.64924,0.012072,0.023407,0.0012093,0.99973,8.1683,53.214,63.153,15.853,380.88,77.502,326.43,0.63562,1.2712,0.14823,94.293,0.63562,0.0074976,0.772,3.7255,2.5009,3.3562,0.70737,0.95438,0.12948,-0.5264,0.51165,1.0233,0.15686,0.013235,0.51165,0.0063867,0.8592,2.8735,0.74425,7.0683,3.3283,-15.376,0.41757,4.9171,0.52047,1.0409,0.17956,0.011471,0.52047,0.0074372,0.85388,2.5513,2.3267,3.1194,0.35649,0.073695,-0.38138,-0.36864,2222
81,0.35404,0.70808,1.4896,0.047234,0.35404,0.041968,0.93523,0.53257,0.17113,0.095375,0.040817,0.0024727,0.01635,0.00060932,0.10235,0.20469,2.473,0.16622,0.10235,0.020141,0.99475,0.99088,0.93947,0.00073941,0.00010939,1.8208e-10,-4e-05,-3.1109e-08,0.90104,1.8021,2.7501,0.21996,0.90104,0.19719,0.43373,0.18424,0.00027229,0.00038338,1.8753e-06,-3.7136e-11,1.5024e-08,-3.3904e-11,0.3844,0.7688,1.6518,0.13388,0.3844,0.050528,0.92317,0.45173,0.11248,0.073154,0.053178,0.0032531,0.016923,0.0006468,0.43087,0.86175,1.1777,0.088523,0.43087,0.040382,0.90241,0.58411,0.16095,0.10359,0.037423,0.0019767,0.012764,0.0012336,0.42347,0.84695,0.095484,0.0057655,0.42347,0.0032177,0.90591,6.4721,19.406,110.48,39.783,2483,166.27,889.53,0.16445,0.32889,0.19396,0.0061358,0.16445,0.0025382,0.98639,7.5626,50.472,0.75646,0.46644,0.2759,2.3434,0.025435,0.53468,1.0694,0.13524,0.016055,0.53468,0.0057542,0.84505,4.4458,6.0958,9.9535,0.86802,-2.0031,-1.7302,-1.5803,0.31098,0.62195,0.12202,0.012415,0.31098,0.0030196,0.95042,4.9596,12.777,48.065,5.5904,-21.459,-8.4961,89.09,0.50693,1.0139,0.24476,0.010249,0.50693,0.0098738,0.86199,2.4885,2.8213,4.7891,1.5723,4.0355,1.6108,1.5265,2222
